order,family,scientificName,vernacularName
Soricomorpha,Talpidae,"Geotrypus montisasini Ziegler, 1990",
Soricomorpha,Talpidae,"Geotrypus tomerdingensis (Tobien, 1939)",
Soricomorpha,Talpidae,"Hugueneya primitiva (Hutchison, 1974)",
Soricomorpha,Talpidae,"Leptoscaptor bavaricum Ziegler, 2003",
Soricomorpha,Talpidae,"Leptoscaptor robustior Ziegler, 2003",
Soricomorpha,Talpidae,"Mygalea antiqua Pomel, 1848",
Soricomorpha,Talpidae,"Mygalea jaegeri (Seemann, 1938)",
Soricomorpha,Talpidae,"Mygalea magna Ziegler, 1990",
Soricomorpha,Talpidae,"Mygatalpa Schreuder, 1940",
Soricomorpha,Talpidae,"Myxomygale antiqua Filhol, 1890",
Soricomorpha,Talpidae,"Myxomygale engesseri Doukas, 1986",
Soricomorpha,Talpidae,"Myxomygale gracilis Ziegler, 2003",
Soricomorpha,Talpidae,"Myxomygale hutchisoni (Ziegler, 1985)",
Soricomorpha,Talpidae,"Paratalpa brachychir (v.Meyer, 1846)",
Soricomorpha,Talpidae,"Paratalpa meyeri (Schlosser, 1877)",
Soricomorpha,Talpidae,"Paratalpa micheli Lavocat, 1951",
Soricomorpha,Talpidae,"Proscapanus Gaillard, 1899",
Soricomorpha,Talpidae,"Proscapanus intercedens Ziegler, 1985",
Soricomorpha,Talpidae,"Proscapanus sansaniensis Lartet, 1851",
Soricomorpha,Talpidae,"Scaptonyx Milne-Edwards, 1872",Long-tailed mole
Soricomorpha,Talpidae,"Scaptonyx edwardsi Gaillard, 1899",
Soricomorpha,Talpidae,"Talpa Linnaeus, 1758",
Soricomorpha,Talpidae,"Talpa caeca Savi, 1822",
Soricomorpha,Talpidae,"Talpa episcopalis Kormos, 1930",
Soricomorpha,Talpidae,"Talpa europaea Linnaeus, 1758","Common mole, European Mole, Mullvad"
Soricomorpha,Talpidae,"Talpa europaea cinerea Gmelin, 1788",
Soricomorpha,Talpidae,Talpa europaea europaea,
Soricomorpha,Talpidae,"Talpa fossilis Petenyi, 1864",
Soricomorpha,Talpidae,"Talpa gilothi Storch, 1978",
Soricomorpha,Talpidae,"Talpa minor Freudenberg, 1914",
Soricomorpha,Talpidae,"Talpa minuta Blainville, 1840",
Soricomorpha,Talpidae,"Talpa tenuidentata Ziegler, 1990",
Soricomorpha,Talpidae,"Talpa vallesensis Villalta & Crusafont, 1944",
Soricomorpha,Talpidae,Talpidae,"Mole, mole"
Soricomorpha,Talpidae,"Tenuibrachiatum storchi Ziegler, 2003",
Soricomorpha,Talpidae,"Urotrichus dolichochir (Gaillard, 1899)",
